twitter_user_id,average_sentiment
NULL,0
2897441,0.21944999999999992
14260960,0.31584158415841584
16389180,0.3502127659574468
16432083,0.14694444444444443
16734909,0.25209999999999994
17061263,0.33766666666666667
18839785,0.3397752808988763
24900072,0.14524999999999993
25073877,0.1023618090452261
25517917,0.095
26201346,0.29559523809523813
27966935,0.12020304568527915
29466039,0.1095726495726495
31634233,0.2675499999999999
34568673,0.28
35279819,0.21201005025125616
35485571,0.22824999999999995
36042554,0.2023618090452262
37601149,0.24144999999999991
37665086,0.36928571428571433
37869117,0.3270499999999999
39591928,0
44335525,0.28674999999999995
46376581,0.2044723618090451
46485425,0.15730000000000005
53966159,0.21040000000000003
59495763,0.07272727272727275
64839766,0.22374999999999998
68034431,0.09662650602409638
76979225,0.05000000000000001
79942437,0.12342105263157893
80817491,0.2960975609756098
86037380,0.02720930232558141
98639150,0.14103448275862068
113691546,0.20479166666666657
122452959,0.18125000000000002
126955629,0.15889999999999996
135514272,0.2723115577889447
143742312,0.16964999999999997
153810519,0.1637
157253297,0.1254040404040404
157476332,0.025000000000000005
164418122,0.24660194174757288
173929268,0.23184210526315785
177882857,0.20354838709677422
183165874,0.17020618556701025
197493438,0.17185185185185187
202086424,0.25431818181818183
209780362,0.06924999999999995
212592239,0.2214545454545455
214032204,0.1513333333333333
216457140,0.19507537688442203
238480712,0.32080000000000003
247217109,0.11445000000000016
251731458,0.051830985915492955
270564264,0.2617948717948719
273410176,0.14705882352941177
276380526,0.20631578947368415
291220589,0.14554999999999996
295663598,0.30770000000000003
298655201,0.03804232804232804
301026859,0.03148148148148148
309032583,0.10725888324873091
316668206,0.18262295081967206
319286650,0.13020100502512563
343447873,0.18457286432160813
345455857,0.019146341463414634
361445173,0.26914999999999994
376198296,0.09875000000000002
382671909,0.1691500000000001
395425451,0.23855000000000007
406869976,0.247741935483871
468122115,0.25552763819095475
471010707,0.3040909090909091
478038456,0.09843750000000001
500704345,0.2371859296482414
524571803,0.12999999999999998
542773154,0.2078571428571428
562244302,0.17879999999999993
568981074,0.20298245614035088
569892832,0.11499999999999992
630725815,0.10374233128834347
634463033,0.17500000000000002
912753266,0.08243243243243241
932196612,0.20959595959595975
956256691,0.010000000000000002
961974776,0.19569892473118278
1016451774,0.15365
1069973798,0.25214285714285717
1072915220,0.265
1106069527,0.037272727272727284
1144935463,0.10880208333333331
1225118581,-0.04000000000000001
1252764865,0.09412060301507533
1404590618,0.13954773869346734
1494909290,0.09833333333333334
1549820731,0.17225806451612904
1598465718,0.08133333333333333
1655801280,0.16758620689655176
1691434632,0.28115
1915219578,0.17125
1961322822,0.2542168674698794
1976143068,0.016000000000000004
2168930017,0.18999999999999997
2190798482,0.01666666666666667
2199759421,0.32747252747252753
2243475914,0.19452261306532656
2292454922,0.18182741116751278
2299757126,0.039799999999999905
2349626330,0.1846
2402893568,0.040588235294117654
2416157107,0.010000000000000002
2423747006,0.168125
2467568810,0.2207142857142856
2497155462,0.20350000000000004
2515899612,0.19125628140703518
2523755972,0.06055555555555555
2558682891,0.2889473684210527
2558812321,0.18524590163934423
2650979022,0.12260869565217385
2726058284,0.15475000000000003
2734033794,0.014545454545454554
2765824141,0.1165306122448979
2776823057,0.2706532663316583
2799385956,-0.019999999999999976
2799515463,0.010000000000000005
2870463431,0.23466666666666675
2877922900,0.011999999999999995
2889520524,0.29005235602094237
2913830408,0.21032467532467533
2914442873,0.16894999999999993
2936714848,0.23389999999999994
2965582641,0.29479999999999995
3002789437,0.3061621621621621
3013693201,0.25000000000000006
3107968048,0.06454545454545454
3221601061,0.3455555555555555
3258131078,0.010000000000000002
3293773215,0.09344999999999988
3297036587,0.12799999999999995
3369580935,0.20439999999999978
3378377920,0.4111764705882353
3534731776,0.17500000000000002
3803228357,0.20850746268656709
4023814749,0.03432432432432433
4119914644,0.21775401069518713
4230586514,-0.48999999999999994
4502695341,0.5626923076923076
4513836633,0.010000000000000002
4582061975,0.010000000000000002
4705261516,0.2841836734693877
4821435801,-0.018888888888888886
4826781063,0.07500000000000001
4830245355,0
4894519599,0.22200000000000003
718009445863788544,0.0822222222222222
719973675894775808,0.06857142857142857
720786569792253952,0.07904999999999997
729774664415891456,0.04000000000000001
732872209480491008,0.23724137931034475
742699047941771264,0.1992462311557788
745321697344032768,0.22249999999999998
747426555417198592,0.2303409090909091
747807250819981312,0.2608040201005025
760470697621721088,0.005000000000000017
773983895792431104,0.31010000000000004
776750995313491968,0.19163636363636355
798053584206266368,0.3223529411764705
805187349898526721,0.313
805760755819810816,0.010000000000000002
806373975894933504,0.28475247524752473
809377920242319360,0.2815151515151516
809779125435174912,0.015000000000000001
812627249446780928,0.145195530726257
821428853922856960,0.10625
824273553394728968,0.23111111111111113
841211876776259585,0.6542857142857141
