twitter_tweet_id,twitter_user_id,twitter_mention_screen_name,twitter_mention_name,twitter_mention_id
792697361248161792,46376581,narendramodi,"Narendra Modi",18839785
777051787564093440,46376581,narendramodi,"Narendra Modi",18839785
756942082590343168,46376581,narendramodi,"Narendra Modi",18839785
739001426744074240,46376581,narendramodi,"Narendra Modi",18839785
733215138090749952,46376581,narendramodi,"Narendra Modi",18839785
698189078181900288,46376581,narendramodi,"Narendra Modi",18839785
673075176901361664,46376581,ashrafghani,"Ashraf Ghani",46376581
665423343965888512,46376581,fhollande,"François Hollande",18814998
654887581323280384,46376581,POTUS,"President Trump",822215679726100480
621735439091769344,46376581,ashrafghani,"Ashraf Ghani",46376581
618732500064563201,46376581,ARG_AFG,ارگ,413756746
618732500064563201,46376581,ashrafghani,"Ashraf Ghani",46376581
618732489893396480,46376581,ARG_AFG,ارگ,413756746
618732489893396480,46376581,ashrafghani,"Ashraf Ghani",46376581
616143921010356224,46376581,ARG_AFG,ارگ,413756746
616143921010356224,46376581,ashrafghani,"Ashraf Ghani",46376581
616143904254111745,46376581,ARG_AFG,ارگ,413756746
616143904254111745,46376581,ashrafghani,"Ashraf Ghani",46376581
608291722817372161,46376581,ARG_AFG,ارگ,413756746
608291722817372161,46376581,ashrafghani,"Ashraf Ghani",46376581
608291682006802432,46376581,ARG_AFG,ارگ,413756746
608291682006802432,46376581,ashrafghani,"Ashraf Ghani",46376581
608291644522295297,46376581,ARG_AFG,ارگ,413756746
608291644522295297,46376581,ashrafghani,"Ashraf Ghani",46376581
603557015005323264,46376581,hmohib,"Hamdullah Mohib",1346891520
603550151966203904,46376581,AjmalObaidABIDY,"Ajmal Obaid ABIDY",2341868839
601367201568968705,46376581,ARG_AFG,ارگ,413756746
601367201568968705,46376581,ashrafghani,"Ashraf Ghani",46376581
601365438333898752,46376581,ARG_AFG,ارگ,413756746
601365432226938880,46376581,ARG_AFG,ارگ,413756746
601365333824372736,46376581,ashrafghani,"Ashraf Ghani",46376581
597775012901351424,46376581,ARG_AFG,ارگ,413756746
597775012901351424,46376581,ashrafghani,"Ashraf Ghani",46376581
597774978566750208,46376581,ARG_AFG,ارگ,413756746
597774978566750208,46376581,ashrafghani,"Ashraf Ghani",46376581
597774933557673984,46376581,ARG_AFG,ارگ,413756746
597774933557673984,46376581,ashrafghani,"Ashraf Ghani",46376581
597774876066369536,46376581,ARG_AFG,ارگ,413756746
597774876066369536,46376581,ashrafghani,"Ashraf Ghani",46376581
861425355252535296,2870463431,EmmanuelMacron,"Emmanuel Macron",1976143068
856496338682470400,2870463431,CENTCOM,"U.S. Central Command",25159286
854729318991364096,2870463431,UN,"United Nations",14159148
853814272492789760,2870463431,AmrullahSaleh2,"Amrullah Saleh",622868850
852049949298757634,2870463431,USIP,"U.S. Inst. of Peace",19784906
849480113964109825,2870463431,MohammadNabi007,"Mohammad Nabi",2330771738
849480113964109825,2870463431,rashidkhan_19,"Rashid Khan",729582793576042496
849480113964109825,2870463431,IPL,IndianPremierLeague,15639696
843761206141878272,2870463431,AmbMellbin,"F-M Mellbin",2188283340
841613519451766785,2870463431,IG2017CEO,"Michael Burns",821437199040315392
841613519451766785,2870463431,InvictusAFG,"Invictus Afghanistan",831084239567335426
836152426184978432,2870463431,UN,"United Nations",14159148
835890901532741633,2870463431,ACBofficials,"Afghan Cricket Board",141175770
835835041460662272,2870463431,patel4witham,"Priti Patel",61660254
834398266175401984,2870463431,NATO_JFCBS,"JFC Brunssum",65422342
834398266175401984,2870463431,NATO,NATO,83795099
833905489348005892,2870463431,MohammadNabi007,"Mohammad Nabi",2330771738
833905489348005892,2870463431,rashidkhan_19,"Rashid Khan",729582793576042496
828901918504255488,2870463431,UN,"United Nations",14159148
826141431496581120,2870463431,SIGARHQ,SIGAR,461515145
821339134245695493,2870463431,CENTCOM,"U.S. Central Command",25159286
821067736394637316,2870463431,ACBofficials,"Afghan Cricket Board",141175770
813352237137362945,2870463431,UN,"United Nations",14159148
809258531769765888,2870463431,EUinAfghanistan,EUinAfghanistan,795483650
864838718280138753,273410176,lulzimbasha_al,"Lulzim Basha",3004118465
861288084331253760,273410176,EmmanuelMacron,"Emmanuel Macron",1976143068
857539726642958336,273410176,carlbildt,"Carl Bildt",18549724
845342961302941696,273410176,ditmirbushati,"Ditmir Bushati",1193749242
843782661764202499,273410176,DGjiknuri,"Damian Gjiknuri",4024440401
828733760308932608,273410176,erionveliaj,"Erion Veliaj",82853454
814819994219479042,273410176,Klejdi_Kazazi,"Klejdi Kazazi",761610033058746368
814819879408779264,273410176,Klejdi_Kazazi,"Klejdi Kazazi",761610033058746368
814818088885637120,273410176,rexhinokovaci,"Rexhino Kovaci",790647410452262913
814818011920166912,273410176,rexhinokovaci,"Rexhino Kovaci",790647410452262913
814816716505149441,273410176,Erixhens,"Erixhens Muka",2207554460
814815758958137345,273410176,nela_antonela1,nela_nela,3293563435
814815223500644352,273410176,FatosShehu,"Fatos Shehu",513481122
814815027836362752,273410176,FatosShehu,"Fatos Shehu",513481122
814814763230306305,273410176,info27314512,njoftimeshqiptare,722113769640443904
814813921446084608,273410176,erion101010,Erion,306306659
810912406935404546,273410176,ditmirbushati,"Ditmir Bushati",1193749242
784836976612605953,273410176,thecovet,COVET,3588859273
770577280087261184,273410176,Myrdarasi,Denis,283565367
770576839198793728,273410176,Myrdarasi,Denis,283565367
770576242928148481,273410176,albertlleshi,"albert lleshi",470920805
770576091052445696,273410176,albertlleshi,"albert lleshi",470920805
770575571621412865,273410176,markobegaj,"Marko Liverpool",2464238777
770575313487167489,273410176,markobegaj,"Marko Liverpool",2464238777
770575185992876032,273410176,markobegaj,"Marko Liverpool",2464238777
770574431840301056,273410176,markobegaj,"Marko Liverpool",2464238777
770571960631910400,273410176,Myrdarasi,Denis,283565367
770560187333771264,273410176,FatosShehu,"Fatos Shehu",513481122
770560049286701056,273410176,FatosShehu,"Fatos Shehu",513481122
770558974353694720,273410176,ValianaRama,"Valiana Rama",765975882112589825
770558945689755648,273410176,ValianaRama,"Valiana Rama",765975882112589825
770558639392391168,273410176,MentorDibra,MentorDibra,769174422175481856
770558509905764357,273410176,MentorDibra,MentorDibra,769174422175481856
770558378762444800,273410176,MentorDibra,MentorDibra,769174422175481856
770558149329817600,273410176,MentorDibra,MentorDibra,769174422175481856
770557718918725633,273410176,AlbertMarku1,"Albert Marku",479549679
770556706979971072,273410176,ervingjonaj,"Ervin Gjonaj",236491505
770556642572328965,273410176,ervingjonaj,"Ervin Gjonaj",236491505
770556257715548160,273410176,ZanaSina,"Zana Sina",472146395
770556196713558016,273410176,ZanaSina,"Zana Sina",472146395
760243032780308480,273410176,MirelaKumbaro,"Mirela Kumbaro",2312657300
748517007486779393,273410176,matteorenzi,"Matteo Renzi",18762875
849950411322781697,2416157107,BCazeneuve,"Bernard Cazeneuve",427288938
831157608442654721,2416157107,EmmanuelMacron,"Emmanuel Macron",1976143068
831156546742648832,2416157107,EmmanuelMacron,"Emmanuel Macron",1976143068
825373127647625216,2416157107,FatimaAyc,Fatima,286384705
825370830184050690,2416157107,AbdElrahim_me,"kadiri abderrahim",825359945755402240
825346254653767681,2416157107,SanaaAsialou76,sana💊,3130219360
825344689880580096,2416157107,karimou_dz,"Pharmacien karim 💉",2826661777
825344465191702528,2416157107,kenzakenouz4,"خوله مرام",3206209078
825340690460729344,2416157107,nasrinanouchajo,ḾaĐrïdistã,2424267768
825340448055123970,2416157107,AhlemTebessi,"Âh Lêm ♡",1339772048
825340391880790017,2416157107,karimou_dz,"Pharmacien karim 💉",2826661777
865287207980072962,122452959,olgagelabert,"Olga Gelabert",330912885
864837567451156480,122452959,illacarlemany,"Illa Carlemany",243589926
864837567451156480,122452959,UnescoAndorra,"Unesco Andorra",304270003
864757096822304773,122452959,RGrynspan,"Rebeca Grynspan",299317548
864550444764463106,122452959,IniciativaActua,Actua,628327473
864550444764463106,122452959,IniciativaActua,Actua,628327473
864550444764463106,122452959,aicep,"aicep PortugalGlobal",21182676
864148059730718722,122452959,LandArtAndorra,"Andorra Land Art",2858978073
862723036558086146,122452959,JordiCinca,"Jordi Cinca Mateos",225947967
862722368074108932,122452959,olgagelabert,"Olga Gelabert",330912885
862697628508794880,122452959,JoverEric,"Eric Jover",728688758
862697628508794880,122452959,ColegioPirineo,"Colegio del Pirineo",2467852932
862356485631856640,122452959,NinaMimmie,"NinaMimmie 🇦🇩",97214929
862039569197412354,122452959,Ordinoesviu,"Ordino és Viu",158272927
862039569197412354,122452959,CenmaIEA,"CENMA IEA",2829700163
860523291102064641,122452959,argita_daudze,"argita daudze",772367025108840449
860523291102064641,122452959,gilbertsaboya,"Gilbert Saboya Sunyé",260654020
860519061129760768,122452959,gilbertsaboya,"Gilbert Saboya Sunyé",260654020
860519061129760768,122452959,HelgeSkaara,"Helge Skaara",2789399330
860519061129760768,122452959,NoruegaenEspana,"Embajada de Noruega",2293272063
860125761239478272,122452959,_JordiTorres,"Jordi Torres Falco",405115634
857931609558974464,122452959,CursaPopularAnd,"Cursa Popular Illa",717282600079990784
857235429850042370,122452959,aigua_cat,ACA,1615168664
857235429850042370,122452959,aigua_cat,ACA,1615168664
857235429850042370,122452959,GovernAndorra,"Govern d’Andorra",122452959
856924089394630657,122452959,JoverEric,"Eric Jover",728688758
856924089394630657,122452959,UdAndorra,"Universitat Andorra",204847340
856877666544349187,122452959,CarnetJoveAND,"Carnet Jove Andorra",50682022
855719239050829824,122452959,BandersAndorra,"Banders d'Andorra",1179180775
855492042369228801,122452959,AndorraCapital,"Andorra la Vella",4891307853
855492042369228801,122452959,AndorraCapital,"Andorra la Vella",4891307853
855492042369228801,122452959,SpecialOlympics,"Special Olympics",19598173
854287318663999490,122452959,AndorraTelecom,"Andorra Telecom",243997064
854276205171834880,122452959,UNCDF,UNCDF,1430797622
851797597346041857,122452959,OSCE,OSCE,20226248
851794630626742273,122452959,scalvoarmengol,"Silvia Calvo",330421409
851794630626742273,122452959,JoverEric,"Eric Jover",728688758
850697276121108480,122452959,illacarlemany,"Illa Carlemany",243589926
850697276121108480,122452959,scalvoarmengol,"Silvia Calvo",330421409
850697276121108480,122452959,LandryRiba,"landry riba",975666474
850352030627639297,122452959,OSCE,OSCE,20226248
850023287757438977,122452959,JoverEric,"Eric Jover",728688758
849998973473628160,122452959,CursaPopularAnd,"Cursa Popular Illa",717282600079990784
849681594029944833,122452959,JoverEric,"Eric Jover",728688758
849629776436502528,122452959,WFPGovts,"WFP Govt Partners",2384903353
849629776436502528,122452959,WFP,"World Food Programme",27830610
849254335800385536,122452959,scalvoarmengol,"Silvia Calvo",330421409
849254335800385536,122452959,AdopcionsBomosa,AdopcionsBomosa,2952758819
849254335800385536,122452959,apapmaAD,"APAPMA Andorra",2178314586
865285073993703424,24900072,MinCulturaAr,"Cultura Nación",216106179
861545919875100674,24900072,EmmanuelMacron,"Emmanuel Macron",1976143068
860184438361264128,24900072,SoyJovenArg,"Soy Joven",2432177677
860184438361264128,24900072,SoyJovenArg,"Soy Joven",2432177677
859816355100594176,24900072,Guillodietrich,"Guillo Dietrich",48568308
859816355100594176,24900072,mauriciomacri,"Mauricio Macri",24900072
857679180330303490,24900072,realDonaldTrump,"Donald J. Trump",25073877
857679180330303490,24900072,FLOTUS,"Melania Trump",818876014390603776
857679180330303490,24900072,mauriciomacri,"Mauricio Macri",24900072
857678268593577984,24900072,SusanaMalcorra,"Susana Malcorra",4570789301
857678268593577984,24900072,CSIS,CSIS,272019676
857678268593577984,24900072,mauriciomacri,"Mauricio Macri",24900072
851858894662008834,24900072,elCCKoficial,CCK,2432506616
849697054762962945,24900072,BuryaileRicardo,"Ricardo Buryaile",587699611
849697054762962945,24900072,mauriciomacri,"Mauricio Macri",24900072
849697054762962945,24900072,JCanoOK,"José Cano",282201112
848991582443495424,24900072,Lenin,"Lenín Moreno",913131817
848590204457951232,24900072,JuanManSantos,"Juan Manuel Santos",64839766
847472761576525824,24900072,Guapaletas,Guapaletas,3587112193
847472761576525824,24900072,mauriciomacri,"Mauricio Macri",24900072
847230228367724547,24900072,cabrerafran,"Francisco Cabrera",83941492
847230180863098880,24900072,cabrerafran,"Francisco Cabrera",83941492
846781062961414144,24900072,koninklijkhuis,"Koninklijk Huis",156926956
846781062961414144,24900072,mauriciomacri,"Mauricio Macri",24900072
846781062961414144,24900072,Diligentia,Diligentia,19285120
846781002307567616,24900072,koninklijkhuis,"Koninklijk Huis",156926956
846781002307567616,24900072,Diligentia,Diligentia,19285120
846780391100866560,24900072,SusanaMalcorra,"Susana Malcorra",4570789301
846780391100866560,24900072,mauriciomacri,"Mauricio Macri",24900072
846780391100866560,24900072,markrutte,"Mark Rutte",16708728
846723250361118720,24900072,IntlCrimCourt,"Int'l Criminal Court",61731614
846723250361118720,24900072,mauriciomacri,"Mauricio Macri",24900072
846681218267709444,24900072,IntlCrimCourt,"Int'l Criminal Court",61731614
846450382490517504,24900072,SusanaMalcorra,"Susana Malcorra",4570789301
846450382490517504,24900072,mauriciomacri,"Mauricio Macri",24900072
846449747359600640,24900072,koninklijkhuis,"Koninklijk Huis",156926956
846432204955811840,24900072,JorgeTriaca,"Jorge Triaca",92284311
846421879258800128,24900072,SusanaMalcorra,"Susana Malcorra",4570789301
846421713592205313,24900072,estebanbullrich,"Esteban Bullrich",17429002
846380789331841025,24900072,annefrankhouse,"Anne Frank House",42586998
846380789331841025,24900072,mauriciomacri,"Mauricio Macri",24900072
846380789331841025,24900072,annefrankhouse,"Anne Frank House",42586998
843140969272954880,24900072,MinCulturaAr,"Cultura Nación",216106179
837780202507882497,24900072,jorgemacri,"Jorge Macri",38494089
837318021836333057,24900072,elCCKoficial,CCK,2432506616
864379369132879872,776750995313491968,gooroo,"Artur Gurău",12445422
863661919877689344,776750995313491968,Israel,"Israel ישראל",52660746
863472018339115009,776750995313491968,artsvikofficial,Artsvik,534314159
860750505357844480,776750995313491968,MFAofArmenia,"MFA of Armenia🇦🇲",532121906
860125006977785857,776750995313491968,KoreanAir_KE,"Korean Air",23413363
859757751018369025,776750995313491968,AravotOnline,"Aravot Daily",372165040
859311643888689152,776750995313491968,fide,"Fidel Lorite",779142
859058444359356416,776750995313491968,exowinetravel,"Exotic Wine Travel",4610072600
858303599641808897,776750995313491968,tumocenter,"TUMO / ԹՈՒՄՈ",273302199
857891794943709184,776750995313491968,zangi_messenger,Zangi,2836025205
857891794943709184,776750995313491968,PicsArtStudio,PicsArt,448641255
857891794943709184,776750995313491968,ginosi,"Ginosi Apartels",156110720
857891794943709184,776750995313491968,gg_taxi,ggTaxi,2884532767
857891794943709184,776750995313491968,menuam,Menu.am,2411302520
857846691516567552,776750995313491968,dinamired,"dina mired",39111982
857601757341511680,776750995313491968,auroraprize_,"Aurora Prize",2976254831
857601757341511680,776750995313491968,DenisMukwege,"Denis Mukwege",858120066
857601742221037568,776750995313491968,auroraprize_,"Aurora Prize",2976254831
857601702865797125,776750995313491968,auroraprize_,"Aurora Prize",2976254831
857601643327696903,776750995313491968,auroraprize_,"Aurora Prize",2976254831
856956212348366857,776750995313491968,MFAofArmenia,"MFA of Armenia🇦🇲",532121906
856956212348366857,776750995313491968,armembassy,"Armenia in CZ-SK🇦🇲",3079055674
856482718254862337,776750995313491968,auroraprize_,"Aurora Prize",2976254831
855674101624692736,776750995313491968,Canada,Canada,2459609448
855421627391201280,776750995313491968,Le_Figaro,"Le Figaro",8350912
855360175280193536,776750995313491968,MFAofArmenia,"MFA of Armenia🇦🇲",532121906
855028853890314240,776750995313491968,Israel,"Israel ישראל",52660746
854607212748189696,776750995313491968,Google,Google,20536157
854607212748189696,776750995313491968,tumocenter,"TUMO / ԹՈՒՄՈ",273302199
854369274961514496,776750995313491968,UNESCO,UNESCO,20646711
854332063612383234,776750995313491968,UNESCO,UNESCO,20646711
854315397654425602,776750995313491968,UNESCO,UNESCO,20646711
852913640231587840,776750995313491968,librarycongress,"Library of Congress",7152572
852766849922093059,776750995313491968,UEFA,UEFA,2326857668
852516263024889861,776750995313491968,OuestFrance,Ouest-France,35777570
852449548387704832,776750995313491968,Teamableme,Teamable,1957150448
852250372576075776,776750995313491968,IDeArmenia,"IDeA Foundation",2582909515
849967915730427905,776750995313491968,wbg_gov,"World Bank Gov",172391256
849967915730427905,776750995313491968,WorldBank,"World Bank",27860681
849967915730427905,776750995313491968,armenia,"Armenia 🇦🇲",776750995313491968
849849791848878080,776750995313491968,BBC_Travel,"BBC Travel",173992307
849518818347151360,776750995313491968,SoloLearn,SoloLearn,1646238252
848788668101910528,776750995313491968,TeachForArmenia,"Teach For Armenia",2209119349
848546673697718272,776750995313491968,LePoint,"Le Point",8460572
847718952750899201,776750995313491968,SupJaniceHahn,"Janice Hahn",339852137
847718952750899201,776750995313491968,CountyofLA,"Los Angeles County",193771633
847345856042770432,776750995313491968,DYabbyy,"David Yang",115154356
847318057265414145,776750995313491968,IsakowiczZalesk,Isakowicz-Zaleski,3293891351
847318057265414145,776750995313491968,AndrzejDuda,"Andrzej Duda",202086424
847318057265414145,776750995313491968,wkolarski,"Wojciech Kolarski",49296671
847318057265414145,776750995313491968,prezydentpl,KancelariaPrezydenta,43932737
847204528067919873,776750995313491968,tbalayan,"Tigran Balayan",244496348
847204528067919873,776750995313491968,armenia,"Armenia 🇦🇲",776750995313491968
847098320929611776,776750995313491968,karaswines,"Karas Wines",3028924742
846652045595754496,776750995313491968,libe,Libération,68440549
845874950321979393,776750995313491968,CultureTrip,"Culture Trip",342309995
845740284344504320,776750995313491968,armembrus,"Armenia in Russia",841547755449417728
845740284344504320,776750995313491968,vesti_news,Вести.Ru,72525490
845740284344504320,776750995313491968,armenia,"Armenia 🇦🇲",776750995313491968
845740284344504320,776750995313491968,tumocenter,"TUMO / ԹՈՒՄՈ",273302199
845740284344504320,776750995313491968,UWCDilijan,UWCDilijan,1683179593
845531790966243328,776750995313491968,34travelby,34travel,696721378544902144
844828253407735809,776750995313491968,libe,Libération,68440549
844496797825413124,776750995313491968,euronews,euronews,25067168
844429380822683648,776750995313491968,tumocenter,"TUMO / ԹՈՒՄՈ",273302199
844154482686607360,776750995313491968,tbalayan,"Tigran Balayan",244496348
844154482686607360,776750995313491968,armenia,"Armenia 🇦🇲",776750995313491968
844154482686607360,776750995313491968,Cloudflare,Cloudflare,32499999
844131413012201472,776750995313491968,UN,"United Nations",14159148
844060359703089152,776750995313491968,Travel_Blog_LV,TravelBlog.lv,4866320213
843880335356149761,776750995313491968,MFAofArmenia,"MFA of Armenia🇦🇲",532121906
843700343234068480,776750995313491968,Mir24TV,"Мир 24 ТВ",245307846
843096912869908480,776750995313491968,Madamefigaro,"Madame Figaro",21396868
842991029141852160,776750995313491968,pvmagazine,"pv magazine",139715762
841574538706092032,776750995313491968,MFAofArmenia,"MFA of Armenia🇦🇲",532121906
841299187497074689,776750995313491968,nytimes,"The New York Times",807095
841214217684414464,776750995313491968,vesti_news,Вести.Ru,72525490
841214217684414464,776750995313491968,tumocenter,"TUMO / ԹՈՒՄՈ",273302199
841214217684414464,776750995313491968,ShadowmaticGame,Shadowmatic,2248662517
840428544736055296,776750995313491968,EITIorg,"EITI International",82607949
840178640788811776,776750995313491968,OIFfrancophonie,"La Francophonie",202647483
838012685665075201,776750995313491968,Triadastudio,"TRIADA Studio",44170258
838012685665075201,776750995313491968,Apple,Apple,380749300
837324047247618048,776750995313491968,UNESCO,UNESCO,20646711
837230886340997120,776750995313491968,MFAofArmenia,"MFA of Armenia🇦🇲",532121906
837230886340997120,776750995313491968,UN,"United Nations",14159148
837230790857605120,776750995313491968,zangi_messenger,Zangi,2836025205
837230790857605120,776750995313491968,zangi_messenger,Zangi,2836025205
865111124034723840,16734909,JanePrentice_MP,"Jane Prentice MP",259148388
865111113360330753,16734909,SenatorCash,"Michaelia Cash",274249799
865111113360330753,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
864363702174203904,16734909,MarisePayne,"Marise Payne",2300779218
864363702174203904,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
864363702174203904,16734909,cpyne,"Christopher Pyne",2592733051
864363669043388416,16734909,DeptDefence,DeptDefenceAustralia,168891447
864363573325119488,16734909,cpyne,"Christopher Pyne",2592733051
864014790284333056,16734909,PaulFletcherMP,"Paul Fletcher",77896983
864014790284333056,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
864014790284333056,16734909,GladysB,"Gladys Berejiklian",704882735815401472
864014760030871552,16734909,cpyne,"Christopher Pyne",2592733051
864014760030871552,16734909,northropgrumman,"Northrop Grumman",15840909
863252016151240704,16734909,LiberalAus,"Liberal Party",28739612
862555397827080192,16734909,thepmo,"The PMO",838631981315338240
862555397827080192,16734909,Colvinius,"Mark Colvin",21749564
862441353174695937,16734909,MarisePayne,"Marise Payne",2300779218
862176416128843777,16734909,Birmo,"Simon Birmingham",22196776
862176416128843777,16734909,tanya_plibersek,"Tanya Plibersek",307755781
862176416128843777,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
862107429286297600,16734909,thepmo,"The PMO",838631981315338240
862107429286297600,16734909,RosieBatty1,"Rosie Batty",2452746781
861848752880889856,16734909,SydneyFC,"Sydney FC",89316681
861848752880889856,16734909,thepmo,"The PMO",838631981315338240
861848752880889856,16734909,ALeague,"Hyundai A-League",380096047
861835947230478336,16734909,Birmo,"Simon Birmingham",22196776
861371029423181826,16734909,Birmo,"Simon Birmingham",22196776
861321511948308480,16734909,EmmanuelMacron,"Emmanuel Macron",1976143068
861082697451438080,16734909,BrogdenLucy,"Lucinda Brogden",3161547702
861082645647597569,16734909,Birmo,"Simon Birmingham",22196776
861082645647597569,16734909,billshortenmp,"Bill Shorten",137198586
861082645647597569,16734909,billshortenmp,"Bill Shorten",137198586
860998003368251393,16734909,Birmo,"Simon Birmingham",22196776
860424362565959681,16734909,realDonaldTrump,"Donald J. Trump",25073877
860424362565959681,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
860180286717313024,16734909,JoeHockey,"Joe Hockey",18658280
860180286717313024,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
860180286717313024,16734909,NYPD,NYPD,1540846382
859941027821506560,16734909,Birmo,"Simon Birmingham",22196776
859941027821506560,16734909,billshortenmp,"Bill Shorten",137198586
859589709239996416,16734909,Birmo,"Simon Birmingham",22196776
859589242694934528,16734909,Birmo,"Simon Birmingham",22196776
859589136117751808,16734909,Birmo,"Simon Birmingham",22196776
859589041829761024,16734909,Birmo,"Simon Birmingham",22196776
859547287248187394,16734909,JoeHockey,"Joe Hockey",18658280
859547287248187394,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
859547287248187394,16734909,realDonaldTrump,"Donald J. Trump",25073877
859547287248187394,16734909,100YrsMateship,"100 Years Mateship",809030282577846272
858832266813857792,16734909,CGSydney,"U.S. CG Fowler",788885276374380544
856966517061111808,16734909,POTUS,"President Trump",822215679726100480
856351697911726080,16734909,SenatorCash,"Michaelia Cash",274249799
856351697911726080,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
856294959887953920,16734909,PeterDutton_MP,"Peter Dutton",20559705
855946753878642688,16734909,VP,"Vice President Pence",818910970567344128
855946753878642688,16734909,POTUS,"President Trump",822215679726100480
855571918543388672,16734909,VP,"Vice President Pence",818910970567344128
855316615713275904,16734909,thepmo,"The PMO",838631981315338240
854933466982498308,16734909,JoshFrydenberg,"Josh Frydenberg",63942152
854933466982498308,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
854933466982498308,16734909,WillHodgman,"Will Hodgman MP",188200114
854852043122499584,16734909,TrackSAFE,TrackSAFE,1532355692
854852043122499584,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
854181538665160704,16734909,thepmo,"The PMO",838631981315338240
852030364398698496,16734909,sachin_rt,"sachin tendulkar",135421739
851645025070981122,16734909,StevenCiobo,"Steven Ciobo",16796812
851645025070981122,16734909,TheTodayShow,"The Today Show",23879043
851438002777845760,16734909,narendramodi,"Narendra Modi",18839785
851436665222639616,16734909,narendramodi,"Narendra Modi",18839785
851436665222639616,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
851436637376716801,16734909,narendramodi,"Narendra Modi",18839785
851436605038624771,16734909,narendramodi,"Narendra Modi",18839785
851436605038624771,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
851388693034094592,16734909,narendramodi,"Narendra Modi",18839785
851388693034094592,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
851388503464132610,16734909,timesofindia,"Times of India",134758540
851388503464132610,16734909,narendramodi,"Narendra Modi",18839785
851388503464132610,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
851388503464132610,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
851388503464132610,16734909,narendramodi,"Narendra Modi",18839785
851384879694528513,16734909,narendramodi,"Narendra Modi",18839785
849475824902451200,16734909,JulieBishopMP,"Julie Bishop",89856037
849475824902451200,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
849049048573071360,16734909,StevenCiobo,"Steven Ciobo",16796812
849049048573071360,16734909,GC2018,"Gold Coast 2018",374253543
849048941601607680,16734909,ScottMorrisonMP,"Scott Morrison",34116377
849048941601607680,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
848852815698993154,16734909,BertVanManen,"Bert van Manen MP",131986906
848852815698993154,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
847996845926121472,16734909,GregHuntMP,"Greg Hunt",60483082
847780750120198144,16734909,ScottMorrisonMP,"Scott Morrison",34116377
847332828446470144,16734909,billshortenmp,"Bill Shorten",137198586
847332828446470144,16734909,GChristensenMP,"George Christensen",17338684
846917113453326336,16734909,MennaRawlings,"Menna Rawlings",1144668060
846917113453326336,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
846917113453326336,16734909,JulieBishopMP,"Julie Bishop",89856037
846616708261462017,16734909,MichaelKeenanMP,"Michael Keenan MP",3476724493
846616708261462017,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
846467131940126720,16734909,QPSmedia,"QPS Media Unit",59338142
845889299878883328,16734909,A_Sinodinos,"Arthur Sinodinos AO",3397614014
845889299878883328,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
845533170028077056,16734909,QPSmedia,"QPS Media Unit",59338142
845533170028077056,16734909,QldFES,"Qld Fire & Emergency",321358691
845151512368037890,16734909,Babyology,Babyology,23874871
845151512368037890,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
845136980933410816,16734909,thepmo,"The PMO",838631981315338240
845100853279125504,16734909,StevenCiobo,"Steven Ciobo",16796812
844379602885656576,16734909,DanTehanWannon,"Dan Tehan",139052672
844379602885656576,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
844083876674723841,16734909,thepmo,"The PMO",838631981315338240
843701582097145857,16734909,cporterwa,"Christian Porter",1559788717
843701582097145857,16734909,ZedSeselja,"Zed Seselja",338036917
842460252809252864,16734909,sunriseon7,Sunrise,18753424
841781412768309248,16734909,Mamamia,Mamamia,19178668
841454194754166784,16734909,thepmo,"The PMO",838631981315338240
841176399507419136,16734909,GregHuntMP,"Greg Hunt",60483082
841154005711519744,16734909,FrankGQuinlan,"Frank Quinlan",38823897
841154005711519744,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
841154005711519744,16734909,GregHuntMP,"Greg Hunt",60483082
841077291216072705,16734909,A_Sinodinos,"Arthur Sinodinos AO",3397614014
840763614856339456,16734909,elonmusk,"Elon Musk",44196397
839284722110889984,16734909,DeptDefence,DeptDefenceAustralia,168891447
839284722110889984,16734909,TurnbullMalcolm,"Malcolm Turnbull",16734909
839284722110889984,16734909,MarisePayne,"Marise Payne",2300779218
839271171564548096,16734909,SenatorCash,"Michaelia Cash",274249799
